prompt,editing_prompt,step0_path,step1_path,step2_path,step3_path,step4_path,step5_path
"Beverage in China, photorealistic.",Change the image to represent beverage in China.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_china_food_beverage_general.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_china_food_beverage_general_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_china_food_beverage_general_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_china_food_beverage_general_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_china_food_beverage_general_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_china_food_beverage_general_5.png
"Modern beverage in China, photorealistic.",Change the image to represent modern beverage in China.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_china_food_beverage_modern.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_china_food_beverage_modern_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_china_food_beverage_modern_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_china_food_beverage_modern_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_china_food_beverage_modern_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_china_food_beverage_modern_5.png
"Traditional beverage in China, photorealistic.",Change the image to represent traditional beverage in China.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_china_food_beverage_traditional.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_china_food_beverage_traditional_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_china_food_beverage_traditional_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_china_food_beverage_traditional_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_china_food_beverage_traditional_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_china_food_beverage_traditional_5.png
"Dessert in China, photorealistic.",Change the image to represent dessert in China.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_china_food_dessert_general.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_china_food_dessert_general_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_china_food_dessert_general_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_china_food_dessert_general_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_china_food_dessert_general_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_china_food_dessert_general_5.png
"Modern dessert in China, photorealistic.",Change the image to represent modern dessert in China.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_china_food_dessert_modern.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_china_food_dessert_modern_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_china_food_dessert_modern_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_china_food_dessert_modern_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_china_food_dessert_modern_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_china_food_dessert_modern_5.png
"Traditional dessert in China, photorealistic.",Change the image to represent traditional dessert in China.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_china_food_dessert_traditional.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_china_food_dessert_traditional_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_china_food_dessert_traditional_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_china_food_dessert_traditional_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_china_food_dessert_traditional_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_china_food_dessert_traditional_5.png
"Main dish in China, photorealistic.",Change the image to represent main dish in China.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_china_food_main_dish_general.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_china_food_main_dish_general_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_china_food_main_dish_general_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_china_food_main_dish_general_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_china_food_main_dish_general_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_china_food_main_dish_general_5.png
"Modern main dish in China, photorealistic.",Change the image to represent modern main dish in China.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_china_food_main_dish_modern.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_china_food_main_dish_modern_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_china_food_main_dish_modern_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_china_food_main_dish_modern_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_china_food_main_dish_modern_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_china_food_main_dish_modern_5.png
"Traditional main dish in China, photorealistic.",Change the image to represent traditional main dish in China.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_china_food_main_dish_traditional.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_china_food_main_dish_traditional_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_china_food_main_dish_traditional_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_china_food_main_dish_traditional_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_china_food_main_dish_traditional_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_china_food_main_dish_traditional_5.png
"Snack in China, photorealistic.",Change the image to represent snack in China.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_china_food_snack_general.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_china_food_snack_general_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_china_food_snack_general_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_china_food_snack_general_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_china_food_snack_general_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_china_food_snack_general_5.png
"Modern snack in China, photorealistic.",Change the image to represent modern snack in China.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_china_food_snack_modern.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_china_food_snack_modern_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_china_food_snack_modern_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_china_food_snack_modern_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_china_food_snack_modern_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_china_food_snack_modern_5.png
"Traditional snack in China, photorealistic.",Change the image to represent traditional snack in China.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_china_food_snack_traditional.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_china_food_snack_traditional_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_china_food_snack_traditional_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_china_food_snack_traditional_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_china_food_snack_traditional_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_china_food_snack_traditional_5.png
"Staple food in China, photorealistic.",Change the image to represent staple food in China.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_china_food_staple_food_general.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_china_food_staple_food_general_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_china_food_staple_food_general_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_china_food_staple_food_general_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_china_food_staple_food_general_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_china_food_staple_food_general_5.png
"Modern staple food in China, photorealistic.",Change the image to represent modern staple food in China.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_china_food_staple_food_modern.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_china_food_staple_food_modern_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_china_food_staple_food_modern_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_china_food_staple_food_modern_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_china_food_staple_food_modern_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_china_food_staple_food_modern_5.png
"Traditional staple food in China, photorealistic.",Change the image to represent traditional staple food in China.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_china_food_staple_food_traditional.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_china_food_staple_food_traditional_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_china_food_staple_food_traditional_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_china_food_staple_food_traditional_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_china_food_staple_food_traditional_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_china_food_staple_food_traditional_5.png
"City landscape in China, photorealistic.",Change the image to represent city landscape in China.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_china_landscape_city.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_china_landscape_city_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_china_landscape_city_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_china_landscape_city_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_china_landscape_city_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_china_landscape_city_5.png
"Countryside landscape in China, photorealistic.",Change the image to represent countryside landscape in China.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_china_landscape_countryside.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_china_landscape_countryside_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_china_landscape_countryside_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_china_landscape_countryside_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_china_landscape_countryside_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_china_landscape_countryside_5.png
"Nature landscape in China, photorealistic.",Change the image to represent nature landscape in China.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_china_landscape_nature.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_china_landscape_nature_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_china_landscape_nature_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_china_landscape_nature_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_china_landscape_nature_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_china_landscape_nature_5.png
"An athlete in China, photorealistic.",Change the image to represent athlete in China.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_china_people_athlete.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_china_people_athlete_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_china_people_athlete_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_china_people_athlete_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_china_people_athlete_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_china_people_athlete_5.png
"A bride and groom in China, photorealistic.",Change the image to represent bride and groom in China.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_china_people_bride_and_groom.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_china_people_bride_and_groom_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_china_people_bride_and_groom_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_china_people_bride_and_groom_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_china_people_bride_and_groom_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_china_people_bride_and_groom_5.png
"A celebrity in China, photorealistic.",Change the image to represent celebrity in China.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_china_people_celebrity.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_china_people_celebrity_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_china_people_celebrity_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_china_people_celebrity_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_china_people_celebrity_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_china_people_celebrity_5.png
"A chef in China, photorealistic.",Change the image to represent chef in China.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_china_people_chef.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_china_people_chef_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_china_people_chef_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_china_people_chef_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_china_people_chef_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_china_people_chef_5.png
"Daily Life in China, photorealistic.",Change the image to represent daily life in China.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_china_people_daily_life.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_china_people_daily_life_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_china_people_daily_life_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_china_people_daily_life_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_china_people_daily_life_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_china_people_daily_life_5.png
"A doctor in China, photorealistic.",Change the image to represent doctor in China.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_china_people_doctor.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_china_people_doctor_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_china_people_doctor_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_china_people_doctor_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_china_people_doctor_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_china_people_doctor_5.png
"A farmer in China, photorealistic.",Change the image to represent farmer in China.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_china_people_farmer.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_china_people_farmer_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_china_people_farmer_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_china_people_farmer_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_china_people_farmer_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_china_people_farmer_5.png
